Correlativo;Tipo_bano;Variante;Fecha;Proceso;T_Espera_min;T_Real_min;T_Real_Acumulado_min;TT;Cumple_TT;Diferencia_TT_min;Porcentaje_TT;Operario_1;Operario_2;Operario_3;T_Real_horas;T_Espera_horas;T_Real_Acumulado_horas;Diferencia_TT_horas
97;97-B3-B3;B3;2025-05-26;ARMADO TABIQUES 6;0.0;48.63;196.25;20;False;28.63;243.17;JCO;;;0.81;0.0;3.27;0.48
97;97-B3-B3;B3;2025-05-26;REVESTIMIENTO DE MUROS;27.17;35.42;231.67;60;True;-24.58;59.03;SN;;;0.59;0.45;3.86;-0.41
97;97-B3-B3;B3;2025-05-27;CANALIZACIÓN ELÉCTRICA;0.0;51.35;283.02;60;True;-8.65;85.58;MC;;;0.86;0.0;4.72;-0.14
97;97-B3-B3;B3;2025-05-27;RED AGUA POTABLE;0.0;85.42;368.43;60;False;25.42;142.36;JC;;;1.42;0.0;6.14;0.42
97;97-B3-B3;B3;2025-05-27;TRATAMIENTO UNIONES;0.0;31.72;400.15;60;True;-28.28;52.86;PH;;;0.53;0.0;6.67;-0.47
97;97-B3-B3;B3;2025-05-27;REFUERZOS;0.0;72.67;472.82;60;False;12.67;121.11;JCO;;;1.21;0.0;7.88;0.21
97;97-B3-B3;B3;2025-05-27;PAVIMENTO SPC;0.0;40.58;513.4;60;True;-19.42;67.64;SN;;;0.68;0.0;8.56;-0.32
97;97-B3-B3;B3;2025-05-27;INSTALACIÖN DE TINA/RECEPTÁCULO;0.0;31.18;544.58;60;True;-28.82;51.97;AF;;;0.52;0.0;9.08;-0.48
97;97-B3-B3;B3;2025-05-27;CERÁMICA LADO TINA/RECEPTÁCULO;0.0;53.95;598.53;60;True;-6.05;89.92;DS;MC;;0.9;0.0;9.98;-0.1
97;97-B3-B3;B3;2025-05-27;CERÁMICA LADO WC;0.0;32.53;631.07;60;True;-27.47;54.22;SN;CA;;0.54;0.0;10.52;-0.46
97;97-B3-B3;B3;2025-05-27;CERÁMICA LADO PUERTA;0.0;65.18;696.25;60;False;5.18;108.64;SN;CA;;1.09;0.0;11.6;0.09
97;97-B3-B3;B3;2025-05-28;MURO SPC;0.0;53.13;749.38;60;True;-6.87;88.56;SN;;;0.89;0.0;12.49;-0.11
97;97-B3-B3;B3;2025-05-28;FRAGÜE;0.0;64.2;813.58;60;False;4.2;107.0;DS;;;1.07;0.0;13.56;0.07
97;97-B3-B3;B3;2025-05-28;RED ALC + PRUEBA;0.0;20.67;834.25;60;True;-39.33;34.44;JC;;;0.34;0.0;13.9;-0.66
97;97-B3-B3;B3;2025-05-28;ZÓCALOS Y FALDÓN;0.0;39.27;873.52;60;True;-20.73;65.44;SN;;;0.65;0.0;14.56;-0.35
97;97-B3-B3;B3;2025-05-29;MONTAJE DE CIELO;0.0;40.0;913.52;60;True;-20.0;66.67;AF;;;0.67;0.0;15.23;-0.33
97;97-B3-B3;B3;2025-05-29;CANALIZACIÓN ELÉCTRICA CIELO Y ALAMBRADO;0.0;35.75;949.27;60;True;-24.25;59.58;MC;;;0.6;0.0;15.82;-0.4
97;97-B3-B3;B3;2025-05-29;ACCESORIOS ELÉCTRICOS;0.0;18.27;967.53;60;True;-41.73;30.44;MC;;;0.3;0.0;16.13;-0.7
97;97-B3-B3;B3;2025-05-29;PUERTA Y CERRADURA;0.0;70.18;1037.72;60;False;10.18;116.97;AF;;;1.17;0.0;17.3;0.17
97;97-B3-B3;B3;2025-05-29;AISLACIÓN EXTERIOR;0.0;70.58;1108.3;60;False;10.58;117.64;AF;;;1.18;0.0;18.47;0.18
97;97-B3-B3;B3;2025-05-29;ACCESORIOS DE BAÑO;0.0;3.5;1111.8;30;True;-26.5;11.67;MC;;;0.06;0.0;18.53;-0.44
97;97-B3-B3;B3;2025-05-30;ARTEFACTOS SANITARIOS;0.0;63.97;1175.77;60;False;3.97;106.61;JC;;;1.07;0.0;19.6;0.07
97;97-B3-B3;B3;2025-05-30;ARTEFACTOS ELÉCTRICOS;0.0;27.0;1202.77;30;True;-3.0;90.0;MC;;;0.45;0.0;20.05;-0.05
97;97-B3-B3;B3;2025-05-30;TERCIADO CIELO;0.0;32.35;1235.12;30;False;2.35;107.83;CA;;;0.54;0.0;20.59;0.04
97;97-B3-B3;B3;2025-05-30;PILASTRAS + TOPE + ÁNGULO;0.0;51.18;1286.3;60;True;-8.82;85.31;RH;;;0.85;0.0;21.44;-0.15
97;97-B3-B3;B3;2025-06-02;REV. EXTERIOR + SALIDA SVC;0.0;123.45;1409.75;60;False;63.45;205.75;CA;;;2.06;0.0;23.5;1.06
97;97-B3-B3;B3;2025-06-02;FUNCIONALIDAD;0.0;22.4;1432.15;40;True;-17.6;56.0;JC;;;0.37;0.0;23.87;-0.29
98;98-B3-B2E;B2E;2025-05-23;ARMADO TABIQUES 1;0.0;21.22;21.22;20;False;1.22;106.08;JCO;;;0.35;0.0;0.35;0.02
98;98-B3-B2E;B2E;2025-05-23;ARMADO TABIQUES 2;0.0;42.38;63.6;20;False;22.38;211.92;JCO;;;0.71;0.0;1.06;0.37
98;98-B3-B2E;B2E;2025-05-23;ARMADO TABIQUES 3;0.0;23.63;87.23;20;False;3.63;118.17;JCO;;;0.39;0.0;1.45;0.06
98;98-B3-B2E;B2E;2025-05-23;ARMADO TABIQUES 4;0.0;36.35;123.58;20;False;16.35;181.75;JCO;;;0.61;0.0;2.06;0.27
98;98-B3-B2E;B2E;2025-05-26;ARMADO JAULAS;0.0;54.33;177.92;60;True;-5.67;90.56;SN;;;0.91;0.0;2.97;-0.09
98;98-B3-B2E;B2E;2025-05-26;REVESTIMIENTO DE MUROS;0.0;31.42;209.33;60;True;-28.58;52.36;SN;;;0.52;0.0;3.49;-0.48
98;98-B3-B2E;B2E;2025-05-26;CANALIZACIÓN ELÉCTRICA;0.0;43.42;252.75;60;True;-16.58;72.36;MC;;;0.72;0.0;4.21;-0.28
98;98-B3-B2E;B2E;2025-05-26;RED AGUA POTABLE;0.0;77.37;330.12;60;False;17.37;128.94;JC;;;1.29;0.0;5.5;0.29
98;98-B3-B2E;B2E;2025-05-26;TRATAMIENTO UNIONES;0.0;37.35;367.47;60;True;-22.65;62.25;PH;;;0.62;0.0;6.12;-0.38
98;98-B3-B2E;B2E;2025-05-26;REFUERZOS;0.0;74.57;442.03;60;False;14.57;124.28;JCO;;;1.24;0.0;7.37;0.24
98;98-B3-B2E;B2E;2025-05-26;PAVIMENTO SPC;0.0;37.12;479.15;60;True;-22.88;61.86;DS;;;0.62;0.0;7.99;-0.38
98;98-B3-B2E;B2E;2025-05-26;INSTALACIÖN DE TINA/RECEPTÁCULO;0.0;31.18;510.33;60;True;-28.82;51.97;AF;;;0.52;0.0;8.51;-0.48
98;98-B3-B2E;B2E;2025-05-27;CERÁMICA LADO TINA/RECEPTÁCULO;0.0;62.47;572.8;60;False;2.47;104.11;CA;MC;;1.04;0.0;9.55;0.04
98;98-B3-B2E;B2E;2025-05-27;CERÁMICA LADO WC;0.0;79.0;651.8;60;False;19.0;131.67;DS;MC;;1.32;0.0;10.86;0.32
98;98-B3-B2E;B2E;2025-05-27;CERÁMICA LADO PUERTA;0.0;73.07;724.87;60;False;13.07;121.78;DS;MC;;1.22;0.0;12.08;0.22
98;98-B3-B2E;B2E;2025-05-27;MURO SPC;0.0;25.07;749.93;60;True;-34.93;41.78;SN;CA;;0.42;0.0;12.5;-0.58
98;98-B3-B2E;B2E;2025-05-27;RED ALC + PRUEBA;0.0;40.0;789.93;60;True;-20.0;66.67;JC;;;0.67;0.0;13.17;-0.33
98;98-B3-B2E;B2E;2025-05-28;FRAGÜE;0.0;90.0;879.93;60;False;30.0;150.0;DS;;;1.5;0.0;14.67;0.5
98;98-B3-B2E;B2E;2025-05-28;MONTAJE DE CIELO;0.0;27.08;907.02;60;True;-32.92;45.14;CA;;;0.45;0.0;15.12;-0.55
98;98-B3-B2E;B2E;2025-05-28;CANALIZACIÓN ELÉCTRICA CIELO Y ALAMBRADO;0.0;68.35;975.37;60;False;8.35;113.92;MC;;;1.14;0.0;16.26;0.14
98;98-B3-B2E;B2E;2025-05-28;CENEFA Y CORNISAS;0.0;42.0;1017.37;60;True;-18.0;70.0;AF;;;0.7;0.0;16.96;-0.3
98;98-B3-B2E;B2E;2025-05-28;ACCESORIOS ELÉCTRICOS;0.0;18.72;1036.08;60;True;-41.28;31.19;MC;;;0.31;0.0;17.27;-0.69
98;98-B3-B2E;B2E;2025-05-28;PUERTA Y CERRADURA;0.0;42.08;1078.17;60;True;-17.92;70.14;AF;;;0.7;0.0;17.97;-0.3
98;98-B3-B2E;B2E;2025-05-28;AISLACIÓN EXTERIOR;0.0;63.27;1141.43;60;False;3.27;105.44;CA;;;1.05;0.0;19.02;0.05
98;98-B3-B2E;B2E;2025-05-28;ZÓCALOS Y FALDÓN;0.0;51.75;1193.18;60;True;-8.25;86.25;SN;;;0.86;0.0;19.89;-0.14
98;98-B3-B2E;B2E;2025-05-29;PILASTRAS + TOPE + ÁNGULO;0.0;38.48;1231.67;60;True;-21.52;64.14;RH;;;0.64;0.0;20.53;-0.36
98;98-B3-B2E;B2E;2025-05-29;REV. EXTERIOR + SALIDA SVC;0.0;80.68;1312.35;60;False;20.68;134.47;SN;;;1.34;0.0;21.87;0.34
98;98-B3-B2E;B2E;2025-05-29;ARTEFACTOS SANITARIOS;0.0;77.8;1390.15;60;False;17.8;129.67;JC;;;1.3;0.0;23.17;0.3
98;98-B3-B2E;B2E;2025-05-29;ACCESORIOS DE BAÑO;0.0;3.72;1393.87;30;True;-26.28;12.39;MC;;;0.06;0.0;23.23;-0.44
98;98-B3-B2E;B2E;2025-05-29;ARTEFACTOS ELÉCTRICOS;0.0;36.55;1430.42;30;False;6.55;121.83;MC;;;0.61;0.0;23.84;0.11
98;98-B3-B2E;B2E;2025-05-29;TERCIADO CIELO;0.0;31.07;1461.48;30;False;1.07;103.56;AF;;;0.52;0.0;24.36;0.02
98;98-B3-B2E;B2E;2025-05-29;INST. MAMPARA;0.0;56.02;1517.5;60;True;-3.98;93.36;RH;;;0.93;0.0;25.29;-0.07
98;98-B3-B2E;B2E;2025-05-29;ASEO;0.0;48.95;1566.45;60;True;-11.05;81.58;PH;;;0.82;0.0;26.11;-0.18
99;99-B3-B4;B4;2025-05-29;ARMADO TABIQUES 1;0.0;40.57;40.57;20;False;20.57;202.83;JCO;;;0.68;0.0;0.68;0.34
99;99-B3-B4;B4;2025-05-29;ARMADO TABIQUES 2;0.0;30.0;70.57;20;False;10.0;150.0;CA;;;0.5;0.0;1.18;0.17
99;99-B3-B4;B4;2025-05-29;ARMADO TABIQUES 3;0.0;12.5;83.07;20;True;-7.5;62.5;CA;;;0.21;0.0;1.38;-0.12
99;99-B3-B4;B4;2025-05-29;ARMADO TABIQUES 4;0.0;16.43;99.5;20;True;-3.57;82.17;JCO;;;0.27;0.0;1.66;-0.06
99;99-B3-B4;B4;2025-05-29;ARMADO TABIQUES 5;0.0;12.75;112.25;20;True;-7.25;63.75;CA;;;0.21;0.0;1.87;-0.12
99;99-B3-B4;B4;2025-05-29;ARMADO TABIQUES 6;0.0;30.27;142.52;20;False;10.27;151.33;JCO;;;0.5;0.0;2.38;0.17
99;99-B3-B4;B4;2025-05-30;ARMADO JAULAS;0.0;61.18;203.7;60;False;1.18;101.97;CA;DS;;1.02;0.0;3.4;0.02
99;99-B3-B4;B4;2025-05-30;REVESTIMIENTO DE MUROS;0.0;55.87;259.57;60;True;-4.13;93.11;AF;;;0.93;0.0;4.33;-0.07
99;99-B3-B4;B4;2025-05-30;CANALIZACIÓN ELÉCTRICA;0.0;52.02;311.58;60;True;-7.98;86.69;MC;;;0.87;0.0;5.19;-0.13
99;99-B3-B4;B4;2025-05-30;RED AGUA POTABLE;0.0;92.98;404.57;60;False;32.98;154.97;JC;;;1.55;0.0;6.74;0.55
99;99-B3-B4;B4;2025-05-30;TRATAMIENTO UNIONES;0.0;29.63;434.2;60;True;-30.37;49.39;JA;;;0.49;0.0;7.24;-0.51
99;99-B3-B4;B4;2025-05-30;REFUERZOS;0.0;61.93;496.13;60;False;1.93;103.22;JCO;;;1.03;0.0;8.27;0.03
99;99-B3-B4;B4;2025-05-30;PAVIMENTO SPC;0.0;46.15;542.28;60;True;-13.85;76.92;DS;;;0.77;0.0;9.04;-0.23
99;99-B3-B4;B4;2025-06-02;INSTALACIÖN DE TINA/RECEPTÁCULO;0.0;82.47;624.75;60;False;22.47;137.44;GV;;;1.37;0.0;10.41;0.37
99;99-B3-B4;B4;2025-06-02;CERÁMICA LADO TINA/RECEPTÁCULO;0.0;50.27;675.02;60;True;-9.73;83.78;DS;MC;;0.84;0.0;11.25;-0.16
99;99-B3-B4;B4;2025-06-03;CERÁMICA LADO WC;0.0;74.57;749.58;60;False;14.57;124.28;DS;MC;;1.24;0.0;12.49;0.24
99;99-B3-B4;B4;2025-06-03;CERÁMICA LADO PUERTA;0.0;85.85;835.43;60;False;25.85;143.08;DS;MC;;1.43;0.0;13.92;0.43
99;99-B3-B4;B4;2025-06-03;MURO SPC;0.0;56.43;891.87;60;True;-3.57;94.06;SN;;;0.94;0.0;14.86;-0.06
99;99-B3-B4;B4;2025-06-03;RED ALC + PRUEBA;0.0;57.1;948.97;60;True;-2.9;95.17;JC;;;0.95;0.0;15.82;-0.05
99;99-B3-B4;B4;2025-06-03;FRAGÜE;0.0;55.07;1004.03;60;True;-4.93;91.78;DS;;;0.92;0.0;16.73;-0.08
99;99-B3-B4;B4;2025-06-03;MONTAJE DE CIELO;0.0;34.35;1038.38;60;True;-25.65;57.25;CA;;;0.57;0.0;17.31;-0.43
99;99-B3-B4;B4;2025-06-04;CANALIZACIÓN ELÉCTRICA CIELO Y ALAMBRADO;0.0;58.17;1096.55;60;True;-1.83;96.94;MC;;;0.97;0.0;18.28;-0.03
99;99-B3-B4;B4;2025-06-04;CENEFA Y CORNISAS;0.0;54.88;1151.43;60;True;-5.12;91.47;RH;;;0.91;0.0;19.19;-0.09
99;99-B3-B4;B4;2025-06-04;ACCESORIOS ELÉCTRICOS;0.0;27.0;1178.43;60;True;-33.0;45.0;MC;;;0.45;0.0;19.64;-0.55
99;99-B3-B4;B4;2025-06-04;AISLACIÓN EXTERIOR;0.0;52.43;1230.87;60;True;-7.57;87.39;DS;;;0.87;0.0;20.51;-0.13
99;99-B3-B4;B4;2025-06-04;ZÓCALOS Y FALDÓN;0.0;51.92;1282.78;60;True;-8.08;86.53;SN;;;0.87;0.0;21.38;-0.13
99;99-B3-B4;B4;2025-06-04;PUERTA Y CERRADURA;0.0;94.35;1377.13;60;False;34.35;157.25;RH;;;1.57;0.0;22.95;0.57
99;99-B3-B4;B4;2025-06-04;ARTEFACTOS SANITARIOS;0.0;63.38;1440.52;60;False;3.38;105.64;JC;;;1.06;0.0;24.01;0.06
99;99-B3-B4;B4;2025-06-05;REV. EXTERIOR + SALIDA SVC;0.0;120.35;1560.87;60;False;60.35;200.58;DS;;;2.01;0.0;26.01;1.01
99;99-B3-B4;B4;2025-06-05;ARTEFACTOS ELÉCTRICOS;0.0;35.27;1596.13;30;False;5.27;117.56;MC;;;0.59;0.0;26.6;0.09
99;99-B3-B4;B4;2025-06-05;ACCESORIOS DE BAÑO;0.0;4.63;1600.77;30;True;-25.37;15.44;MC;;;0.08;0.0;26.68;-0.42
99;99-B3-B4;B4;2025-06-05;TERCIADO CIELO;0.0;60.97;1661.73;30;False;30.97;203.22;CA;;;1.02;0.0;27.7;0.52
99;99-B3-B4;B4;2025-06-05;FUNCIONALIDAD;0.0;22.05;1683.78;40;True;-17.95;55.12;AF;;;0.37;0.0;28.06;-0.3
99;99-B3-B4;B4;2025-06-05;ASEO;0.0;53.58;1737.37;60;True;-6.42;89.31;DS;;;0.89;0.0;28.96;-0.11
99;99-B3-B4;B4;2025-06-05;PILASTRAS + TOPE + ÁNGULO;0.0;47.57;1784.93;60;True;-12.43;79.28;RH;;;0.79;0.0;29.75;-0.21
99;99-B3-B4;B4;2025-06-06;SELLO EXTERIOR + ESPUMA;0.0;59.03;1843.97;40;False;19.03;147.58;DS;;;0.98;0.0;30.73;0.32
99;99-B3-B4;B4;2025-06-06;SELLOS;0.0;87.7;1931.67;60;False;27.7;146.17;PH;;;1.46;0.0;32.19;0.46
100;100-B3-B3;B3;2025-05-29;ARMADO TABIQUES 1;0.0;17.25;17.25;20;True;-2.75;86.25;CA;;;0.29;0.0;0.29;-0.05
100;100-B3-B3;B3;2025-05-29;ARMADO TABIQUES 2;0.0;21.67;38.92;20;False;1.67;108.33;JCO;;;0.36;0.0;0.65;0.03
100;100-B3-B3;B3;2025-05-29;ARMADO TABIQUES 3;0.0;24.98;63.9;20;False;4.98;124.92;CA;;;0.42;0.0;1.07;0.08
100;100-B3-B3;B3;2025-05-29;ARMADO TABIQUES 4;0.0;35.3;99.2;20;False;15.3;176.5;JCO;;;0.59;0.0;1.65;0.25
100;100-B3-B3;B3;2025-05-29;ARMADO TABIQUES 5;0.0;5.35;104.55;20;True;-14.65;26.75;CA;;;0.09;0.0;1.74;-0.24
100;100-B3-B3;B3;2025-05-29;ARMADO TABIQUES 6;0.0;26.68;131.23;20;False;6.68;133.42;CA;;;0.44;0.0;2.19;0.11
100;100-B3-B3;B3;2025-05-30;ARMADO JAULAS;0.0;32.0;163.23;60;True;-28.0;53.33;CA;DS;;0.53;0.0;2.72;-0.47
100;100-B3-B3;B3;2025-05-30;REVESTIMIENTO DE MUROS;0.0;55.35;218.58;60;True;-4.65;92.25;AF;;;0.92;0.0;3.64;-0.08
100;100-B3-B3;B3;2025-06-02;CANALIZACIÓN ELÉCTRICA;0.0;62.57;281.15;60;False;2.57;104.28;MC;;;1.04;0.0;4.69;0.04
100;100-B3-B3;B3;2025-06-02;RED AGUA POTABLE;0.0;108.0;389.15;60;False;48.0;180.0;JC;;;1.8;0.0;6.49;0.8
100;100-B3-B3;B3;2025-06-02;TRATAMIENTO UNIONES;0.0;30.27;419.42;60;True;-29.73;50.44;JA;;;0.5;0.0;6.99;-0.5
100;100-B3-B3;B3;2025-06-02;REFUERZOS;0.0;56.32;475.73;60;True;-3.68;93.86;JCO;;;0.94;0.0;7.93;-0.06
100;100-B3-B3;B3;2025-06-02;PAVIMENTO SPC;0.0;50.78;526.52;60;True;-9.22;84.64;DS;;;0.85;0.0;8.78;-0.15
100;100-B3-B3;B3;2025-06-02;INSTALACIÖN DE TINA/RECEPTÁCULO;0.0;59.25;585.77;60;True;-0.75;98.75;GV;;;0.99;0.0;9.76;-0.01
100;100-B3-B3;B3;2025-06-03;CERÁMICA LADO TINA/RECEPTÁCULO;0.0;44.73;630.5;60;True;-15.27;74.56;SN;CA;;0.75;0.0;10.51;-0.25
100;100-B3-B3;B3;2025-06-03;CERÁMICA LADO WC;0.0;43.47;673.97;60;True;-16.53;72.44;SN;CA;;0.72;0.0;11.23;-0.28
100;100-B3-B3;B3;2025-06-03;CERÁMICA LADO PUERTA;0.0;87.47;761.43;60;False;27.47;145.78;CA;;;1.46;0.0;12.69;0.46
100;100-B3-B3;B3;2025-06-03;MURO SPC;0.0;49.03;810.47;60;True;-10.97;81.72;SN;;;0.82;0.0;13.51;-0.18
100;100-B3-B3;B3;2025-06-04;FRAGÜE;0.0;61.67;872.13;60;False;1.67;102.78;DS;;;1.03;0.0;14.54;0.03
100;100-B3-B3;B3;2025-06-04;MONTAJE DE CIELO;0.0;23.8;895.93;60;True;-36.2;39.67;CA;;;0.4;0.0;14.93;-0.6
100;100-B3-B3;B3;2025-06-04;CANALIZACIÓN ELÉCTRICA CIELO Y ALAMBRADO;0.0;57.55;953.48;60;True;-2.45;95.92;MC;;;0.96;0.0;15.89;-0.04
100;100-B3-B3;B3;2025-06-04;CENEFA Y CORNISAS;0.0;61.12;1014.6;60;False;1.12;101.86;RH;;;1.02;0.0;16.91;0.02
100;100-B3-B3;B3;2025-06-04;ACCESORIOS ELÉCTRICOS;0.0;20.42;1035.02;60;True;-39.58;34.03;MC;;;0.34;0.0;17.25;-0.66
100;100-B3-B3;B3;2025-06-04;ZÓCALOS Y FALDÓN;0.0;39.43;1074.45;60;True;-20.57;65.72;SN;;;0.66;0.0;17.91;-0.34
100;100-B3-B3;B3;2025-06-04;AISLACIÓN EXTERIOR;0.0;58.53;1132.98;60;True;-1.47;97.56;DS;;;0.98;0.0;18.88;-0.02
100;100-B3-B3;B3;2025-06-04;ARTEFACTOS SANITARIOS;0.0;37.37;1170.35;60;True;-22.63;62.28;JC;;;0.62;0.0;19.51;-0.38
100;100-B3-B3;B3;2025-06-05;PUERTA Y CERRADURA;0.0;63.12;1233.47;60;False;3.12;105.19;RH;;;1.05;0.0;20.56;0.05
100;100-B3-B3;B3;2025-06-05;REV. EXTERIOR + SALIDA SVC;0.0;81.0;1314.47;60;False;21.0;135.0;GV;DS;;1.35;0.0;21.91;0.35
100;100-B3-B3;B3;2025-06-05;ACCESORIOS DE BAÑO;0.0;3.2;1317.67;30;True;-26.8;10.67;MC;;;0.05;0.0;21.96;-0.45
100;100-B3-B3;B3;2025-06-05;TERCIADO CIELO;0.0;39.15;1356.82;30;False;9.15;130.5;CA;;;0.65;0.0;22.61;0.15
100;100-B3-B3;B3;2025-06-05;FUNCIONALIDAD;0.0;21.93;1378.75;40;True;-18.07;54.83;JC;;;0.37;0.0;22.98;-0.3
100;100-B3-B3;B3;2025-06-05;PILASTRAS + TOPE + ÁNGULO;0.0;41.1;1419.85;60;True;-18.9;68.5;RH;;;0.68;0.0;23.66;-0.32
100;100-B3-B3;B3;2025-06-05;ASEO;0.0;58.53;1478.38;60;True;-1.47;97.56;PH;;;0.98;0.0;24.64;-0.02
100;100-B3-B3;B3;2025-06-06;SELLO EXTERIOR + ESPUMA;0.0;65.07;1543.45;40;False;25.07;162.67;DS;;;1.08;0.0;25.72;0.42
100;100-B3-B3;B3;2025-06-06;SELLOS;0.0;78.7;1622.15;60;False;18.7;131.17;PH;;;1.31;0.0;27.04;0.31
101;101-B3-B2E;B2E;2025-05-29;ARMADO TABIQUES 1;0.0;26.88;26.88;20;False;6.88;134.42;JCO;;;0.45;0.0;0.45;0.11
101;101-B3-B2E;B2E;2025-05-29;ARMADO TABIQUES 2;0.0;46.6;73.48;20;False;26.6;233.0;JCO;;;0.78;0.0;1.22;0.44
101;101-B3-B2E;B2E;2025-05-29;ARMADO TABIQUES 3;0.0;21.03;94.52;20;False;1.03;105.17;CA;;;0.35;0.0;1.58;0.02
101;101-B3-B2E;B2E;2025-05-29;ARMADO TABIQUES 4;0.0;28.77;123.28;20;False;8.77;143.83;CA;;;0.48;0.0;2.05;0.15
101;101-B3-B2E;B2E;2025-05-30;ARMADO JAULAS;0.0;37.12;160.4;60;True;-22.88;61.86;CA;DS;;0.62;0.0;2.67;-0.38
101;101-B3-B2E;B2E;2025-05-30;REVESTIMIENTO DE MUROS;0.0;53.88;214.28;60;True;-6.12;89.81;AF;;;0.9;0.0;3.57;-0.1
101;101-B3-B2E;B2E;2025-05-30;CANALIZACIÓN ELÉCTRICA;0.0;45.88;260.17;60;True;-14.12;76.47;JC;;;0.76;0.0;4.34;-0.24
101;101-B3-B2E;B2E;2025-05-30;RED AGUA POTABLE;0.0;50.88;311.05;60;True;-9.12;84.81;JC;;;0.85;0.0;5.18;-0.15
101;101-B3-B2E;B2E;2025-05-30;TRATAMIENTO UNIONES;0.0;36.17;347.22;60;True;-23.83;60.28;JA;;;0.6;0.0;5.79;-0.4
101;101-B3-B2E;B2E;2025-05-30;REFUERZOS;0.0;52.17;399.38;60;True;-7.83;86.94;JCO;;;0.87;0.0;6.66;-0.13
101;101-B3-B2E;B2E;2025-05-30;PAVIMENTO SPC;0.0;49.53;448.92;60;True;-10.47;82.56;DS;;;0.83;0.0;7.48;-0.17
101;101-B3-B2E;B2E;2025-05-30;FUNCIONALIDAD;0.0;16.0;464.92;40;True;-24.0;40.0;JC;;;0.27;0.0;7.75;-0.4
101;101-B3-B2E;B2E;2025-06-02;INSTALACIÖN DE TINA/RECEPTÁCULO;0.0;49.0;513.92;60;True;-11.0;81.67;GV;;;0.82;0.0;8.57;-0.18
101;101-B3-B2E;B2E;2025-06-03;CERÁMICA LADO TINA/RECEPTÁCULO;0.0;40.55;554.47;60;True;-19.45;67.58;DS;MC;;0.68;0.0;9.24;-0.32
101;101-B3-B2E;B2E;2025-06-03;CERÁMICA LADO WC;0.0;47.1;601.57;60;True;-12.9;78.5;DS;MC;;0.78;0.0;10.03;-0.21
101;101-B3-B2E;B2E;2025-06-03;CERÁMICA LADO PUERTA;0.0;86.13;687.7;60;False;26.13;143.56;SN;CA;;1.44;0.0;11.46;0.44
101;101-B3-B2E;B2E;2025-06-03;MURO SPC;0.0;37.53;725.23;60;True;-22.47;62.56;SN;;;0.63;0.0;12.09;-0.37
101;101-B3-B2E;B2E;2025-06-04;RED ALC + PRUEBA;0.0;51.47;776.7;60;True;-8.53;85.78;JC;;;0.86;0.0;12.94;-0.14
101;101-B3-B2E;B2E;2025-06-04;FRAGÜE;0.0;54.13;830.83;60;True;-5.87;90.22;DS;;;0.9;0.0;13.85;-0.1
101;101-B3-B2E;B2E;2025-06-04;MONTAJE DE CIELO;0.0;30.08;860.92;60;True;-29.92;50.14;CA;;;0.5;0.0;14.35;-0.5
101;101-B3-B2E;B2E;2025-06-04;CANALIZACIÓN ELÉCTRICA CIELO Y ALAMBRADO;0.0;63.33;924.25;60;False;3.33;105.56;MC;;;1.06;0.0;15.4;0.06
101;101-B3-B2E;B2E;2025-06-04;ACCESORIOS ELÉCTRICOS;0.0;21.33;945.58;60;True;-38.67;35.56;MC;;;0.36;0.0;15.76;-0.64
101;101-B3-B2E;B2E;2025-06-04;ZÓCALOS Y FALDÓN;0.0;24.95;970.53;60;True;-35.05;41.58;SN;;;0.42;0.0;16.18;-0.58
101;101-B3-B2E;B2E;2025-06-04;AISLACIÓN EXTERIOR;0.0;48.37;1018.9;60;True;-11.63;80.61;DS;RH;;0.81;0.0;16.98;-0.19
101;101-B3-B2E;B2E;2025-06-04;ARTEFACTOS SANITARIOS;0.0;42.43;1061.33;60;True;-17.57;70.72;JC;;;0.71;0.0;17.69;-0.29
101;101-B3-B2E;B2E;2025-06-05;PUERTA Y CERRADURA;0.0;85.92;1147.25;60;False;25.92;143.19;RH;;;1.43;0.0;19.12;0.43
101;101-B3-B2E;B2E;2025-06-05;REV. EXTERIOR + SALIDA SVC;0.0;60.1;1207.35;60;False;0.1;100.17;GV;DS;;1.0;0.0;20.12;0.0
101;101-B3-B2E;B2E;2025-06-05;ARTEFACTOS ELÉCTRICOS;0.0;23.8;1231.15;30;True;-6.2;79.33;MC;;;0.4;0.0;20.52;-0.1
101;101-B3-B2E;B2E;2025-06-05;ACCESORIOS DE BAÑO;0.0;3.3;1234.45;30;True;-26.7;11.0;MC;;;0.06;0.0;20.57;-0.44
101;101-B3-B2E;B2E;2025-06-05;TERCIADO CIELO;0.0;52.23;1286.68;30;False;22.23;174.11;CA;;;0.87;0.0;21.44;0.37
101;101-B3-B2E;B2E;2025-06-06;INST. MAMPARA;15.0;106.38;1393.07;60;False;46.38;177.31;RH;;;1.77;0.25;23.22;0.77
101;101-B3-B2E;B2E;2025-06-06;PILASTRAS + TOPE + ÁNGULO;0.0;43.42;1436.48;60;True;-16.58;72.36;RH;;;0.72;0.0;23.94;-0.28
101;101-B3-B2E;B2E;2025-06-06;ASEO;0.0;54.57;1491.05;60;True;-5.43;90.94;PH;;;0.91;0.0;24.85;-0.09
101;101-B3-B2E;B2E;2025-06-06;SELLO EXTERIOR + ESPUMA;0.0;57.57;1548.62;40;False;17.57;143.92;DS;;;0.96;0.0;25.81;0.29
